player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,week,year
Michael Pierce,11101,DI,BLT,1,0,0,3,64.2,0,0,21,100.0,9.5,2,0,0.0,0,21,21,0,0,69.0,0,0,2,100.0,50.0,1,0.0,0,2,2,0,2,2022
Morgan Fox,11184,DI,LAC,1,0,0,27,63.5,0,2,21,100.0,14.3,3,0,4.8,0,22,22,2,0,69.3,0,2,11,100.0,27.3,3,9.1,0,12,12,2,2,2022
Brandin Bryant,11280,DI,BUF,1,0,0,4,52.3,0,0,11,100.0,0.0,0,0,0.0,0,12,12,0,0,53.7,0,0,7,100.0,0.0,0,0.0,0,7,7,0,2,2022
Roy Robertson-Harris,11341,DI,JAX,1,0,0,15,65.3,1,1,14,100.0,28.6,4,0,14.3,1,14,14,3,0,54.0,1,1,6,100.0,33.3,2,16.7,0,6,6,2,2,2022
Myles Garrett,11756,ED,CLV,1,0,0,8,80.6,1,5,39,100.0,15.4,6,1,10.3,1,40,40,7,0,70.6,1,2,23,100.0,17.4,4,6.5,0,23,23,3,2,2022
Solomon Thomas,11758,DI,NYJ,1,0,0,22,55.2,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0,2,2022
Haason Reddick,11768,ED,PHI,1,0,0,24,70.4,0,2,29,87.9,17.2,5,0,3.4,0,33,29,2,0,64.7,0,0,15,88.2,20.0,3,0.0,0,17,15,0,2,2022
Jonathan Allen,11772,DI,WAS,1,0,0,32,60.4,0,1,31,100.0,9.7,3,0,1.6,0,31,31,1,0,60.5,0,1,20,100.0,10.0,2,2.5,0,20,20,1,2,2022
Charles Harris,11777,ED,DET,1,0,0,11,75.6,1,1,31,86.8,6.5,2,0,6.5,1,38,33,3,0,90.8,0,1,11,85.7,18.2,2,13.6,1,14,12,2,2,2022
Jabrill Peppers,11780,S,NE,1,0,0,19,63.8,0,0,1,7.7,100.0,1,0,0.0,0,13,1,0,0,,0,0,0,0.0,,0,,0,5,0,0,2,2022
Budda Baker,11791,S,ARZ,1,0,0,1,56.1,1,0,4,9.1,25.0,1,0,12.5,0,44,4,1,0,58.8,0,0,1,6.3,0.0,0,0.0,0,16,1,0,2,2022
Justin Evans,11805,CB,NO,1,0,0,20,55.5,0,0,1,6.1,0.0,0,0,0.0,0,33,2,0,0,59.1,0,0,0,6.7,,0,,0,15,1,0,2,2022
DeMarcus Walker,11806,ED,TEN,1,0,0,31,50.5,0,0,15,100.0,0.0,0,0,0.0,0,15,15,0,0,54.4,0,0,4,100.0,0.0,0,0.0,0,4,4,0,2,2022
Raekwon McMillan,11809,LB,NE,1,0,0,19,58.5,0,0,1,9.1,0.0,0,0,0.0,0,11,1,0,0,,0,0,0,0.0,,0,,0,5,0,0,2,2022
Dalvin Tomlinson,11810,DI,MIN,1,0,0,18,60.0,0,0,26,100.0,7.7,2,0,3.8,1,30,30,1,0,61.2,0,0,14,100.0,7.1,1,0.0,0,15,15,0,2,2022
Zach Cunningham,11812,LB,TEN,1,1,0,31,68.6,0,1,4,10.8,25.0,1,0,12.5,0,37,4,1,0,,0,0,0,0.0,,0,,0,9,0,0,2,2022
Tanoh Kpassagnon,11814,ED,NO,1,0,0,20,52.7,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,54.9,0,0,3,100.0,0.0,0,0.0,0,3,3,0,2,2022
Josh Jones,11816,S,SEA,1,0,0,29,67.6,0,1,3,10.3,0.0,0,0,16.7,0,29,3,1,0,67.6,0,1,1,7.7,0.0,0,50.0,0,13,1,1,2,2022
Larry Ogunjobi,11820,DI,PIT,1,0,0,25,52.5,0,0,22,100.0,0.0,0,0,0.0,0,23,23,0,0,55.0,0,0,14,100.0,0.0,0,0.0,0,15,15,0,2,2022
Dawuane Smoot,11823,DI,JAX,1,0,0,15,55.3,0,0,13,100.0,7.7,1,0,0.0,0,14,14,0,0,58.8,0,0,9,100.0,11.1,1,0.0,0,9,9,0,2,2022
Chris Wormley,11829,DI,PIT,1,0,0,25,57.1,0,0,12,100.0,8.3,1,0,0.0,0,12,12,0,0,62.3,0,0,6,100.0,16.7,1,0.0,0,6,6,0,2,2022
Duke Riley,11830,LB,MIA,1,0,0,17,55.3,0,0,4,30.8,0.0,0,0,0.0,0,13,4,0,0,59.0,0,0,1,50.0,0.0,0,0.0,0,2,1,0,2,2022
Alex Anzalone,11831,LB,DET,1,0,0,11,62.2,0,1,5,10.4,20.0,1,0,10.0,0,48,5,1,0,56.0,0,0,2,11.1,0.0,0,0.0,0,18,2,0,2,2022
Jourdan Lewis,11846,CB,DAL,1,0,0,9,60.0,0,0,1,2.3,0.0,0,0,0.0,0,44,1,0,0,,0,0,0,0.0,,0,,0,14,0,0,2,2022
Montravius Adams,11848,DI,PIT,1,0,0,25,53.5,0,0,6,100.0,0.0,0,0,0.0,0,7,7,0,0,54.5,0,0,3,100.0,0.0,0,0.0,0,4,4,0,2,2022
Trey Hendrickson,11858,ED,CIN,1,0,0,7,65.5,1,0,28,85.3,10.7,3,0,1.8,0,34,29,1,0,54.1,0,0,12,92.9,8.3,1,0.0,0,14,13,0,2,2022
Rayshawn Jenkins,11868,S,JAX,1,1,0,15,70.7,0,0,2,5.6,0.0,0,0,0.0,0,36,2,0,0,,0,0,0,0.0,,0,,0,20,0,0,2,2022
Carl Lawson,11871,ED,NYJ,1,0,0,22,80.6,0,1,21,95.7,28.6,6,0,7.1,1,23,22,2,0,69.2,0,0,6,100.0,16.7,1,16.7,1,7,7,1,2,2022
Samson Ebukam,11880,ED,SF,1,0,0,28,55.7,1,0,14,100.0,7.1,1,0,3.6,0,15,15,1,0,62.6,1,0,5,100.0,20.0,1,10.0,0,5,5,1,2,2022
Deatrich Wise Jr.,11886,ED,NE,1,0,0,19,57.8,0,1,32,94.1,12.5,4,0,1.6,0,34,32,1,0,61.4,0,1,12,100.0,25.0,3,4.2,0,12,12,1,2,2022
Grover Stewart,11899,DI,IND,1,0,0,14,52.5,0,0,19,100.0,0.0,0,0,0.0,0,21,21,0,0,56.1,0,0,3,100.0,0.0,0,0.0,0,4,4,0,2,2022
Anthony Walker,11916,LB,CLV,1,0,0,8,67.5,0,3,4,10.8,25.0,1,0,37.5,0,37,4,3,0,59.4,0,1,1,5.9,0.0,0,50.0,0,17,1,1,2,2022
Matt Milano,11918,LB,BUF,1,0,0,4,56.5,0,0,2,7.4,0.0,0,0,0.0,0,27,2,0,0,,0,0,0,0.0,,0,,0,14,0,0,2,2022
Davon Godchaux,11934,DI,NE,1,0,0,19,53.4,0,0,11,100.0,0.0,0,0,0.0,0,12,12,0,0,54.2,0,0,5,100.0,0.0,0,0.0,0,6,6,0,2,2022
Chuck Clark,11941,S,BLT,1,0,0,3,53.4,0,0,4,7.5,0.0,0,0,0.0,0,53,4,0,0,59.5,0,0,1,8.3,0.0,0,0.0,0,12,1,0,2,2022
Xavier Woods,11946,S,CAR,1,0,0,5,68.4,0,1,3,6.5,66.7,2,0,50.0,1,46,3,2,0,58.4,0,1,1,5.6,100.0,1,50.0,0,18,1,1,2,2022
Tanner Vallejo,11950,LB,ARZ,1,0,0,1,58.9,0,0,1,11.1,0.0,0,0,0.0,0,9,1,0,0,58.9,0,0,1,25.0,0.0,0,0.0,0,4,1,0,2,2022
Al-Quadin Muhammad,11951,ED,CHI,1,0,0,6,57.1,0,0,14,100.0,7.1,1,0,0.0,0,14,14,0,0,53.7,0,0,4,100.0,0.0,0,0.0,0,4,4,0,2,2022
D.J. Jones,11953,DI,DEN,1,0,0,10,57.4,0,2,30,100.0,6.7,2,0,3.3,0,31,31,2,0,56.1,0,1,18,100.0,5.6,1,2.8,0,19,19,1,2,2022
Ifeadi Odenigbo,11975,ED,IND,1,0,0,14,68.7,0,0,3,100.0,33.3,1,0,0.0,0,3,3,0,0,65.9,0,0,1,100.0,100.0,1,0.0,0,1,1,0,2,2022
Patrick O'Connor,12005,DI,TB,1,0,0,30,66.6,0,0,3,100.0,0.0,0,0,0.0,0,4,4,0,0,66.6,0,0,3,100.0,0.0,0,0.0,0,4,4,0,2,2022
Josh Tupou,12093,DI,CIN,1,0,0,7,55.7,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,,0,0,0,,,0,,0,0,0,0,2,2022
Sione Takitaki,12666,LB,CLV,1,0,0,8,69.0,0,2,2,28.6,100.0,2,0,50.0,0,7,2,2,0,,0,0,0,0.0,,0,,0,2,0,0,2,2022
Nathan Shepherd,24614,DI,NYJ,1,0,0,22,63.4,0,1,10,100.0,10.0,1,0,5.0,0,10,10,1,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0,2,2022
Foyesade Oluokun,24904,LB,JAX,1,0,0,15,68.8,2,0,4,11.1,50.0,2,0,25.0,0,36,4,2,0,71.1,2,0,3,15.0,66.7,2,33.3,0,20,3,2,2,2022
Anfernee Jennings,25449,ED,NE,1,0,0,19,53.7,0,1,5,83.3,0.0,0,0,10.0,0,6,5,1,0,57.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0,2,2022
Bravvion Roy,25644,DI,CAR,1,0,0,5,72.1,0,1,10,100.0,20.0,2,0,5.0,0,10,10,1,0,60.0,0,0,1,100.0,100.0,1,0.0,0,1,1,0,2,2022
Clelin Ferrell,25955,ED,LV,1,0,0,23,52.3,0,0,7,85.7,0.0,0,0,0.0,0,14,12,0,0,53.0,0,0,2,100.0,0.0,0,0.0,0,6,6,0,2,2022
Dexter Lawrence,25991,DI,NYG,1,0,0,21,58.7,1,3,31,100.0,12.9,4,0,6.5,0,33,33,4,0,61.2,0,1,15,100.0,6.7,1,3.3,0,16,16,1,2,2022
Maxx Crosby,26316,ED,LV,1,0,0,23,69.1,1,3,49,98.2,14.3,7,0,6.1,1,57,56,5,0,88.3,1,1,11,100.0,45.5,5,18.2,1,16,16,3,2,2022
Ben Banogu,26554,ED,IND,1,0,0,14,54.9,0,1,3,100.0,0.0,0,0,16.7,0,3,3,1,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0,2,2022
Montez Sweat,27271,ED,WAS,1,0,0,32,53.7,2,1,32,100.0,9.4,3,0,4.7,0,32,32,3,0,56.6,2,1,21,100.0,14.3,3,7.1,0,21,21,3,2,2022
Devin Bush,27375,LB,PIT,1,0,0,25,54.8,0,0,1,10.5,0.0,0,0,0.0,0,19,2,0,0,54.8,0,0,1,15.4,0.0,0,0.0,0,13,2,0,2,2022
Michael Dwumfour,27376,DI,HST,1,0,0,13,53.5,0,0,7,100.0,0.0,0,0,0.0,0,8,8,0,0,55.5,0,0,2,100.0,0.0,0,0.0,0,3,3,0,2,2022
Josh Uche,27379,ED,NE,1,0,0,19,54.2,0,0,15,84.2,0.0,0,0,0.0,0,19,16,0,0,58.3,0,0,8,100.0,0.0,0,0.0,0,9,9,0,2,2022
Armon Watts,27844,DI,CHI,1,0,0,6,53.2,0,0,13,100.0,0.0,0,0,0.0,0,14,14,0,0,53.9,0,0,4,100.0,0.0,0,0.0,0,5,5,0,2,2022
Davon Hamilton,28072,DI,JAX,1,0,0,15,61.0,0,1,13,100.0,7.7,1,0,3.8,0,13,13,1,0,54.8,0,0,6,100.0,0.0,0,0.0,0,6,6,0,2,2022
Dre'Mont Jones,28075,DI,DEN,1,0,0,10,70.3,0,1,36,100.0,13.9,5,1,6.9,2,38,38,3,0,77.0,0,1,20,100.0,20.0,4,12.5,2,22,22,3,2,2022
Malik Harrison,28081,LB,BLT,1,0,0,3,57.3,0,0,4,28.6,0.0,0,0,0.0,0,14,4,0,0,,0,0,0,0.0,,0,,0,1,0,0,2,2022
Jerome Baker,28091,LB,MIA,1,0,0,17,51.2,0,1,13,41.2,0.0,0,0,3.8,0,34,14,1,0,55.0,0,0,2,33.3,0.0,0,0.0,0,9,3,0,2,2022
Neville Gallimore,28094,DI,DAL,1,0,0,9,52.5,0,0,16,100.0,0.0,0,0,0.0,0,17,17,0,0,54.2,0,0,5,100.0,0.0,0,0.0,0,5,5,0,2,2022
Kevin Givens,28308,DI,SF,1,0,0,28,52.3,0,0,12,100.0,0.0,0,0,0.0,0,13,13,0,0,54.5,0,0,5,100.0,0.0,0,0.0,0,5,5,0,2,2022
Bilal Nichols,28451,DI,LV,1,0,0,23,65.1,0,1,12,88.2,8.3,1,1,4.2,0,17,15,1,0,71.8,0,1,4,85.7,25.0,1,12.5,0,7,6,1,2,2022
DeShon Elliott,28854,S,DET,1,0,0,11,80.2,2,0,2,3.7,0.0,0,0,50.0,0,54,2,2,0,,0,0,0,0.0,,0,,0,21,0,0,2,2022
David Long,29367,LB,TEN,1,0,0,31,60.7,0,1,7,15.6,14.3,1,1,7.1,0,45,7,1,0,66.3,0,1,3,18.8,33.3,1,16.7,0,16,3,1,2,2022
Germaine Pratt,29407,LB,CIN,1,0,1,7,57.6,0,1,2,11.1,0.0,0,1,25.0,0,18,2,1,0,58.9,0,1,1,20.0,0.0,0,50.0,0,5,1,1,2,2022
Chris Board,29456,LB,DET,1,0,0,11,82.9,0,1,4,25.0,50.0,2,0,12.5,0,16,4,1,0,71.1,0,1,2,16.7,50.0,1,25.0,0,12,2,1,2,2022
Logan Wilson,29623,LB,CIN,1,0,0,7,53.0,0,1,5,13.9,0.0,0,0,10.0,0,36,5,1,0,54.1,0,1,3,20.0,0.0,0,16.7,0,15,3,1,2,2022
T.J. Edwards,30737,LB,PHI,1,0,0,24,90.0,1,2,5,10.6,20.0,1,0,30.0,0,47,5,3,0,86.3,0,2,2,8.0,50.0,1,50.0,0,25,2,2,2,2022
Khalen Saunders,31534,DI,KC,1,0,0,16,53.9,0,0,11,100.0,0.0,0,0,0.0,0,11,11,0,0,56.1,0,0,4,100.0,0.0,0,0.0,0,4,4,0,2,2022
Abdullah Anderson,32708,DI,ATL,1,0,0,2,74.0,0,1,7,100.0,28.6,2,0,7.1,0,7,7,1,0,69.1,0,0,2,100.0,50.0,1,0.0,0,2,2,0,2,2022
Eric Johnson,33698,DI,IND,1,0,0,14,55.7,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,57.4,0,0,2,100.0,0.0,0,0.0,0,2,2,0,2,2022
Mike Hughes,34057,CB,DET,1,0,0,11,65.2,0,0,6,12.0,16.7,1,0,0.0,0,50,6,0,0,,0,0,0,0.0,,0,,0,19,0,0,2,2022
Johnathan Abram,34646,S,LV,1,0,0,23,52.6,0,2,6,10.2,0.0,0,0,16.7,0,59,6,2,0,58.4,0,1,1,5.9,0.0,0,50.0,0,17,1,1,2,2022
Akeem Davis-Gaither,34788,LB,CIN,1,0,0,7,55.1,0,1,3,37.5,0.0,0,0,16.7,0,8,3,1,0,60.0,0,1,1,50.0,0.0,0,50.0,0,2,1,1,2,2022
Jamel Dean,34918,CB,TB,1,0,0,30,56.2,0,0,1,2.0,0.0,0,0,0.0,0,49,1,0,0,56.2,0,0,1,3.7,0.0,0,0.0,0,27,1,0,2,2022
Trevis Gipson,35241,ED,CHI,1,0,0,6,80.1,1,1,12,100.0,25.0,3,0,25.0,2,13,13,4,0,73.5,0,0,4,100.0,50.0,2,50.0,2,5,5,2,2,2022
Blake Cashman,35413,LB,HST,1,0,0,13,60.0,1,0,1,11.1,0.0,0,0,50.0,0,9,1,1,0,,0,0,0,,,0,,0,0,0,0,2,2022
Tae Crowder,35774,LB,NYG,1,0,0,21,52.4,0,0,4,13.3,0.0,0,0,0.0,0,30,4,0,0,59.4,0,0,1,10.0,0.0,0,0.0,0,10,1,0,2,2022
Darrell Taylor,36001,ED,SEA,1,0,1,29,48.0,0,0,18,95.5,0.0,0,2,0.0,0,22,21,0,0,49.2,0,0,8,100.0,0.0,0,0.0,0,11,11,0,2,2022
Shy Tuttle,37279,DI,NO,1,1,0,20,74.6,0,1,18,100.0,16.7,3,1,8.3,1,19,19,2,0,56.8,0,0,5,100.0,20.0,1,20.0,1,5,5,1,2,2022
Darryl Johnson,37479,ED,SEA,1,0,0,29,53.8,0,0,4,100.0,0.0,0,0,0.0,0,5,5,0,0,57.1,0,0,2,100.0,0.0,0,0.0,0,2,2,0,2,2022
Bryan Mone,38461,DI,SEA,1,0,0,29,55.1,0,0,8,100.0,0.0,0,0,0.0,0,9,9,0,0,58.1,0,0,1,100.0,0.0,0,0.0,0,2,2,0,2,2022
Casey Toohill,38472,ED,WAS,1,0,0,32,53.0,1,0,5,100.0,20.0,1,0,10.0,0,5,5,1,0,53.7,1,0,4,100.0,25.0,1,12.5,0,4,4,1,2,2022
Marquise Copeland,38540,DI,LA,1,0,0,26,57.2,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,,0,0,0,,,0,,0,0,0,0,2,2022
Folorunso Fatukasi,38558,DI,JAX,1,1,0,15,69.0,0,1,17,100.0,11.8,2,0,2.9,0,17,17,1,1,72.0,0,1,7,100.0,14.3,1,7.1,0,7,7,1,2,2022
Tershawn Wharton,40292,DI,KC,1,0,0,16,50.7,0,0,23,100.0,0.0,0,0,0.0,0,23,23,0,0,52.0,0,0,10,100.0,0.0,0,0.0,0,10,10,0,2,2022
L'Jarius Sneed,40588,CB,KC,1,0,0,16,77.8,0,2,7,13.5,42.9,3,0,14.3,0,52,7,2,0,62.8,0,0,2,8.7,50.0,1,0.0,0,23,2,0,2,2022
Divine Deablo,42208,LB,LV,1,0,0,23,51.4,0,0,3,5.0,0.0,0,0,0.0,0,60,3,0,0,59.0,0,0,1,5.6,0.0,0,0.0,0,18,1,0,2,2022
Isaiah Simmons,42451,LB,ARZ,1,0,0,1,60.0,0,0,1,6.7,0.0,0,0,0.0,0,15,1,0,0,60.0,0,0,1,16.7,0.0,0,0.0,0,6,1,0,2,2022
Antoine Winfield Jr.,42475,S,TB,1,0,0,30,68.8,0,0,4,8.2,25.0,1,0,25.0,1,49,4,1,0,79.7,0,0,0,0.0,,1,,1,27,0,1,2,2022
Tomon Fox,42486,ED,NYG,1,0,0,21,55.5,0,0,12,92.9,8.3,1,0,0.0,0,14,13,0,0,58.5,0,0,6,100.0,16.7,1,0.0,0,7,7,0,2,2022
Rashad Weaver,42495,ED,TEN,1,0,0,31,63.4,0,1,33,94.6,15.2,5,0,1.5,0,37,35,1,0,67.6,0,1,10,100.0,30.0,3,5.0,0,12,12,1,2,2022
Keir Thomas,42509,ED,LA,1,0,0,26,58.7,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2,2022
Chauncey Golston,42718,DI,DAL,1,0,0,9,55.4,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0,2,2022
Nick Bosa,42741,ED,SF,1,0,0,28,90.2,3,2,24,96.2,29.2,7,0,18.8,2,26,25,7,0,91.0,2,1,11,100.0,36.4,4,22.7,1,12,12,4,2,2022
Osa Odighizuwa,42754,DI,DAL,1,0,0,9,61.2,0,1,25,100.0,8.0,2,0,2.0,0,26,26,1,0,65.8,0,1,5,100.0,20.0,1,10.0,0,5,5,1,2,2022
Shaka Toney,42806,ED,WAS,1,0,0,32,66.0,0,0,1,33.3,100.0,1,0,0.0,0,3,1,0,0,,0,0,0,0.0,,0,,0,1,0,0,2,2022
Terrell Lewis,42845,ED,LA,1,0,0,26,68.6,0,1,10,75.0,20.0,2,0,5.0,0,16,12,1,0,66.0,0,1,2,75.0,50.0,1,25.0,0,4,3,1,2,2022
Rashan Gary,42905,ED,GB,1,0,0,12,64.3,0,2,17,100.0,23.5,4,0,11.8,1,17,17,3,0,73.7,0,1,5,100.0,60.0,3,30.0,1,5,5,2,2,2022
Jonathon Cooper,43021,ED,DEN,1,0,0,10,56.9,0,0,2,66.7,0.0,0,0,0.0,0,3,2,0,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0,2,2022
Charvarius Ward,43034,CB,SF,1,0,0,28,58.7,0,0,1,2.9,0.0,0,0,0.0,0,35,1,0,0,,0,0,0,0.0,,0,,0,16,0,0,2,2022
Brandon Jones,43049,S,MIA,1,0,0,17,53.8,0,1,2,12.0,50.0,1,1,25.0,0,25,3,1,0,,0,1,0,0.0,,1,,0,8,0,1,2,2022
Devin White,43089,LB,TB,1,0,0,30,62.5,0,2,8,18.4,12.5,1,1,25.0,1,49,9,3,0,59.1,0,1,5,22.2,0.0,0,30.0,1,27,6,2,2,2022
Richie Grant,43196,S,ATL,1,0,0,2,60.0,0,0,1,2.7,0.0,0,0,0.0,0,37,1,0,0,,0,0,0,0.0,,0,,0,16,0,0,2,2022
Myles Bryant,43336,CB,NE,1,0,0,19,58.0,0,0,2,5.6,0.0,0,0,0.0,0,36,2,0,0,,0,0,0,0.0,,0,,0,15,0,0,2,2022
Alex Highsmith,43507,ED,PIT,1,0,0,25,60.4,1,3,31,97.1,9.7,3,0,6.5,0,34,33,4,0,63.6,1,3,18,95.2,11.1,2,11.1,0,21,20,4,2,2022
Jeffery Simmons,43742,DI,TEN,1,1,0,31,76.9,0,2,34,100.0,11.8,4,0,2.9,0,36,36,2,0,79.0,0,1,13,100.0,23.1,3,3.8,0,14,14,1,2,2022
Derrick Brown,43883,DI,CAR,1,1,0,5,64.0,1,1,29,100.0,10.3,3,0,3.4,0,31,31,2,0,60.3,1,1,11,100.0,18.2,2,9.1,0,11,11,2,2,2022
Timmy Horne,43918,DI,ATL,1,0,0,2,52.8,0,0,11,91.7,0.0,0,0,0.0,0,12,11,0,0,54.2,0,0,6,100.0,0.0,0,0.0,0,6,6,0,2,2022
Patrick Jones II,43974,ED,MIN,1,0,0,18,52.5,0,1,8,80.0,0.0,0,0,6.3,0,10,8,1,0,54.4,0,0,4,80.0,0.0,0,0.0,0,5,4,0,2,2022
Byron Murphy Jr.,44027,CB,ARZ,1,0,0,1,60.0,0,1,1,2.3,0.0,0,0,50.0,0,43,1,1,0,60.0,0,1,1,6.3,0.0,0,50.0,0,16,1,1,2,2022
Benito Jones,44035,DI,DET,1,0,0,11,49.6,0,2,17,100.0,11.8,2,0,5.9,0,18,18,2,0,39.3,0,1,4,100.0,25.0,1,12.5,0,5,5,1,2,2022
Adetokunbo Ogundeji,44047,ED,ATL,1,0,0,2,67.9,0,0,10,66.7,30.0,3,1,10.0,1,15,10,1,0,55.3,0,0,3,60.0,0.0,0,0.0,0,5,3,0,2,2022
Julian Okwara,44152,ED,DET,1,0,0,11,62.1,1,4,21,75.0,38.1,8,0,11.9,0,28,21,5,0,64.3,0,4,12,92.3,58.3,7,16.7,0,13,12,4,2,2022
Quinnen Williams,44216,DI,NYJ,1,0,0,22,58.7,0,0,19,100.0,5.3,1,0,5.3,1,20,20,1,0,66.3,0,0,5,100.0,20.0,1,20.0,1,6,6,1,2,2022
Jamir Jones,44287,ED,PIT,1,0,0,25,65.9,0,0,3,100.0,33.3,1,0,0.0,0,3,3,0,0,65.9,0,0,3,100.0,33.3,1,0.0,0,3,3,0,2,2022
Justin Madubuike,44304,DI,BLT,1,0,0,3,79.5,1,1,23,92.3,26.1,6,0,4.3,0,26,24,2,0,87.6,1,1,7,100.0,57.1,4,14.3,0,7,7,2,2,2022
Boogie Basham,44320,ED,BUF,1,0,0,4,84.9,0,3,11,92.3,36.4,4,0,13.6,0,13,12,3,0,90.2,0,3,6,85.7,50.0,3,25.0,0,7,6,3,2,2022
Naquan Jones,44363,DI,TEN,1,0,0,31,56.5,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,59.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0,2,2022
Kyzir White,44485,LB,PHI,1,0,0,24,51.8,0,0,6,15.4,0.0,0,0,0.0,0,39,6,0,0,52.8,0,0,4,14.8,0.0,0,0.0,0,27,4,0,2,2022
Rashard Lawrence,44515,DI,ARZ,1,0,0,1,52.4,0,0,17,100.0,0.0,0,0,0.0,0,18,18,0,0,55.1,0,0,6,100.0,0.0,0,0.0,0,6,6,0,2,2022
Trysten Hill,44519,DI,DAL,1,0,0,9,56.5,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0,2,2022
Brian Burns,44522,ED,CAR,1,0,0,5,57.5,2,4,22,61.5,22.7,5,0,22.7,2,39,24,8,0,52.4,1,2,14,88.2,21.4,3,17.9,1,17,15,4,2,2022
Ross Blacklock,44526,DI,MIN,1,0,0,18,59.2,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0,2,2022
D.J. Wonnum,44550,ED,MIN,1,0,0,18,65.3,0,1,20,95.5,20.0,4,0,7.5,1,22,21,2,0,66.6,0,0,14,93.3,21.4,3,7.1,1,15,14,1,2,2022
Raekwon Davis,44582,DI,MIA,1,0,0,17,61.0,0,1,12,93.3,8.3,1,0,4.2,0,15,14,1,0,60.0,0,0,0,50.0,,0,,0,2,1,0,2,2022
Jonah Williams,44597,DI,LA,1,0,0,26,56.7,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0,2,2022
Leki Fotu,44614,DI,ARZ,1,0,0,1,52.2,0,0,10,100.0,0.0,0,0,0.0,0,11,11,0,0,54.4,0,0,5,100.0,0.0,0,0.0,0,5,5,0,2,2022
Kentavius Street,48404,DI,NO,1,0,0,20,49.4,0,0,15,100.0,0.0,0,0,0.0,0,17,17,0,0,50.5,0,0,9,100.0,0.0,0,0.0,0,10,10,0,2,2022
Anthony Nelson,48405,ED,TB,1,0,0,30,55.2,0,1,11,92.3,18.2,2,0,4.5,0,13,12,1,0,59.1,0,0,6,87.5,16.7,1,0.0,0,8,7,0,2,2022
Jonathan Greenard,48407,ED,HST,1,0,0,13,72.4,1,1,22,100.0,18.2,4,0,9.1,1,26,26,3,0,63.6,0,0,4,100.0,25.0,1,0.0,0,5,5,0,2,2022
Michael Danna,48415,ED,KC,1,0,0,16,71.9,1,1,20,91.3,15.0,3,0,5.0,0,23,21,2,0,84.1,1,0,7,88.9,28.6,2,7.1,0,9,8,1,2,2022
James Smith-Williams,48455,ED,WAS,1,0,0,32,59.7,1,0,26,96.3,11.5,3,0,5.8,1,27,26,2,0,54.2,0,0,15,93.8,6.7,1,0.0,0,16,15,0,2,2022
Sam Hubbard,48457,ED,CIN,1,0,0,7,55.1,1,0,30,91.4,6.7,2,0,5.0,1,35,32,2,0,60.7,1,0,13,93.3,15.4,2,11.5,1,15,14,2,2,2022
Tyquan Lewis,48475,DI,IND,1,0,0,14,60.1,1,0,16,100.0,12.5,2,0,3.1,0,17,17,1,0,67.8,1,0,6,100.0,33.3,2,8.3,0,7,7,1,2,2022
Justin Hollins,48498,ED,LA,1,0,0,26,61.4,0,1,15,94.1,13.3,2,0,10.0,1,17,16,2,0,53.4,0,0,4,100.0,0.0,0,0.0,0,5,5,0,2,2022
Carl Granderson,48500,ED,NO,1,0,0,20,56.1,0,0,10,100.0,10.0,1,0,0.0,0,11,11,0,0,60.1,0,0,5,100.0,20.0,1,0.0,0,6,6,0,2,2022
Chase Winovich,48523,ED,CLV,1,0,0,8,47.6,2,1,20,95.2,15.0,3,0,7.5,0,21,20,3,0,47.9,2,1,16,100.0,18.8,3,9.4,0,16,16,3,2,2022
